L11421	[[4,2,1,0,1,4,-1,-1,44,44,3,3],[0,4,1,0,1,4,5,-1,45,46,3,3],[8,4,1,0,1,4,5,-1,45,46,3,3],[4,5,1,0,1,4,5,-1,45,46,3,3]]
L11422	[[6, 1, 1, 0, 1, 2, 3, 4, 45, 46, 0, 2], [1, 2, 2, 0, 1, 2, 3, 4, 45, 46, 0, 2], [2, 6, 1, 0, 1, 2, 3, 4, 45, 46, 0, 2], [6, 6, 2, 0, 1, 2, 3, 4, 45, 46, 0, 2]]
L11423	[[0, 1, 1, 0, 1, 2, 3, -1, 45, 47, 0, 2], [8, 1, 1, 0, 1, 2, 3, -1, 45, 47, 3, 2], [4, 3, 1, 0, 1, 2, 3, -1, 45, 47, 3, 2], [0, 5, 1, 0, 1, 2, 3, -1, 45, 47, 3, 2], [8, 5, 1, 0, 1, 2, 3, -1, 45, 47, 0, 2]]
L11424	[[0, 4, 2, 0, 1, 2, 3, 4, 45, 46, 3, 1], [3, 4, 2, 0, 1, 2, 3, 4, 45, 46, 3, 1], [6, 4, 2, 0, 1, 2, 3, 4, 45, 46, 3, 1], [1, 7, 2, 0, 1, 2, 3, 4, 45, 46, 3, 1], [5, 7, 2, 0, 1, 2, 3, 4, 45, 46, 3, 1]]
L11427	[[0, 3, 1, 0, 1, 2, 3, -1, 45, 45, 1, 0], [8, 3, 1, 0, 1, 2, 3, -1, 45, 45, 1, 0], [4, 5, 1, 0, 1, 2, 3, -1, 45, 45, 1, 0], [0, 8, 2, 5, 5, 5, 5, 5, 44, 44, 0, 0], [7, 8, 2, 4, 4, 4, 4, 4, 44, 44, 0, 0]]
L11431	[[0, 7, 1, 0, 0, 0, 0, 0, 45, 46, 1, 3], [2, 7, 1, 0, 0, 0, 0, 0, 45, 49, 1, 3], [4, 7, 1, 0, 0, 0, 0, 0, 45, 46, 1, 3], [6, 7, 1, 0, 0, 0, 0, 0, 45, 49, 1, 3], [8, 7, 1, 0, 0, 0, 0, 0, 45, 46, 1, 3]]
L11432	[[4, 0, 1, 0, 1, 5, 4, 3, 45, 46, 4, 0], [0, 4, 2, 0, 1, 5, 4, 3, 45, 46, 4, 0], [7, 4, 2, 0, 1, 5, 4, 3, 45, 46, 4, 0], [4, 7, 1, 0, 1, 5, 4, 3, 45, 46, 4, 0]]
L11434	[[3, 3, 1, 0, 1, 2, 3, -1, 46, 45, 0, 0], [4, 5, 2, 0, 1, 2, 3, -1, 46, 45, 0, 0], [0, 6, 1, 0, 1, 2, 3, -1, 46, 45, 0, 0], [1, 8, 2, 0, 1, 2, 3, -1, 46, 45, 0, 0]]
L11436	[[5, 1, 2, 0, 1, 3, 4, 5, 45, 46, 0, 1], [7, 1, 2, 0, 1, 3, 4, 5, 45, 46, 0, 1], [5, 3, 2, 0, 1, 3, 4, 5, 45, 46, 0, 1], [7, 3, 2, 0, 1, 3, 4, 5, 45, 46, 0, 1], [5, 5, 2, 0, 1, 3, 4, 5, 45, 46, 0, 1], [7, 5, 2, 0, 1, 3, 4, 5, 45, 46, 0, 1], [5, 7, 2, 0, 1, 3, 4, 5, 45, 46, 0, 1], [7, 7, 2, 0, 1, 3, 4, 5, 45, 46, 0, 1]]
L11439	[[1, 1, 1, 0, 0, 1, 1, 5, 45, 46, 1, 0], [7, 1, 1, 0, 0, 1, 1, 5, 45, 46, 1, 0], [2, 3, 1, 0, 0, 1, 1, 5, 45, 46, 1, 0], [6, 3, 1, 0, 0, 1, 1, 5, 45, 46, 1, 0], [1, 5, 1, 0, 0, 1, 1, 5, 45, 46, 1, 0], [7, 5, 1, 0, 0, 1, 1, 5, 45, 46, 1, 0], [2, 7, 1, 0, 0, 1, 1, 5, 45, 46, 1, 0], [6, 7, 1, 0, 0, 1, 1, 5, 45, 46, 1, 0]]
L11442	[[1, 2, 2, 0, 1, 3, 4, 5, 47, 47, 0, 4], [6, 2, 2, 0, 1, 3, 4, 5, 47, 47, 0, 4], [1, 4, 1, 0, 1, 3, 4, 5, 46, 45, 3, 4], [3, 4, 1, 0, 1, 3, 4, 5, 46, 45, 4, 1], [5, 4, 1, 0, 1, 3, 4, 5, 46, 45, 0, 1], [7, 4, 1, 0, 1, 3, 4, 5, 46, 45, 3, 4], [1, 7, 2, 0, 1, 3, 4, 5, 44, 44, -1, -1], [6, 7, 2, 0, 1, 3, 4, 5, 44, 44, -1, -1]]
L11443	[[4, 6, 1, 1, 2, 3, 4, 5, 45, 46, 5, 3], [0, 7, 2, 1, 2, 1, 3, 1, 45, 46, 2, 5], [7, 7, 2, 1, 5, 1, 4, 1, 45, 46, 3, 2]]
L11446	[[4, 1, 1, 0, 1, 2, 3, 5, 45, 46, 0, 1], [0, 2, 1, 0, 1, 4, 5, -1, 45, 46, 0, 1], [8, 2, 1, 0, 1, 2, 3, -1, 45, 46, 0, 1], [4, 4, 1, 0, 1, 2, 3, 5, 45, 46, 0, 1], [0, 5, 1, 0, 1, 4, 5, -1, 45, 46, 0, 1], [8, 5, 1, 0, 1, 2, 3, -1, 45, 46, 0, 1], [4, 7, 1, 0, 1, 2, 3, -1, 45, 46, 0, 1]]
L11451	[[4, 2, 1, 2, 3, 2, 3, 2, 46, 45, 5, 4], [4, 4, 1, 2, 3, 2, 3, 2, 46, 45, 5, 4], [4, 6, 1, 2, 3, 2, 3, 2, 46, 45, 5, 4], [0, 8, 2, 4, 5, 4, 5, 4, 46, 45, 3, 2], [2, 8, 2, 4, 5, 4, 5, 4, 46, 45, 3, 2]]
L11455	[[0, 0, 1, 0, 0, 1, 1, 1, 45, 46, 1, 0], [8, 0, 1, 0, 0, 1, 1, 1, 45, 46, 1, 0], [0, 3, 1, 0, 0, 1, 1, 1, 45, 46, 1, 0], [8, 3, 1, 0, 0, 1, 1, 1, 45, 46, 1, 0], [0, 6, 1, 0, 0, 1, 1, 1, 45, 46, 1, 0], [8, 6, 1, 0, 0, 1, 1, 1, 45, 46, 1, 0]]
L11457	[[0, 4, 2, 1, 1, 1, 4, 4, 45, 46, 1, 4], [3, 4, 2, 1, 1, 1, 4, 4, 45, 46, 1, 4], [6, 4, 2, 1, 1, 1, 4, 4, 45, 46, 1, 4], [1, 7, 2, 0, 0, 0, 2, 2, 45, 46, 0, 2], [4, 7, 2, 0, 0, 0, 2, 2, 45, 46, 0, 2], [7, 7, 2, 0, 0, 0, 2, 2, 45, 46, 0, 2]]
L11459	[[4, 0, 1, 0, 2, 3, 4, 5, 46, 45, 3, 4], [4, 2, 1, 0, 2, 3, 4, 5, 46, 45, 5, 0], [0, 4, 2, 5, 3, 5, 4, 5, 46, 45, 5, 2], [2, 4, 2, 0, 2, 0, 4, 0, 46, 45, 2, 0]]
L11460	[[0, 3, 2, 0, 0, 2, 2, 1, 45, 46, 0, 2], [2, 3, 2, 0, 0, 2, 2, 1, 45, 46, 0, 2], [5, 3, 2, 0, 0, 2, 2, 1, 45, 46, 0, 2], [7, 3, 2, 0, 0, 2, 2, 1, 45, 46, 0, 2], [0, 8, 2, 0, 0, 2, 2, 1, 45, 46, 0, 2], [2, 8, 2, 0, 0, 2, 2, 1, 45, 46, 0, 2], [5, 8, 2, 0, 0, 2, 2, 1, 45, 46, 0, 2], [7, 8, 2, 0, 0, 2, 2, 1, 45, 46, 0, 2]]
L11462	[[3, 3, 1, 0, 0, 0, 0, 0, 45, 46, 0, 0], [4, 3, 2, 3, 3, 3, 3, 3, 45, 46, 3, 3], [3, 5, 2, 1, 1, 1, 1, 1, 45, 46, 1, 1], [5, 4, 1, 2, 2, 2, 2, 2, 45, 46, 2, 2]]
L11465	[[0, 3, 1, 0, 1, -1, -1, -1, 45, 45, 0, 0], [1, 3, 1, 0, 1, -1, -1, -1, 45, 45, 0, 0], [2, 3, 1, 4, 5, -1, -1, -1, 45, 45, 0, 0], [3, 3, 1, 4, 5, -1, -1, -1, 45, 45, 0, 0], [4, 3, 1, 0, 1, -1, -1, -1, 45, 45, 0, 0], [5, 3, 1, 0, 1, -1, -1, -1, 45, 45, 0, 0], [6, 3, 1, 4, 5, -1, -1, -1, 45, 45, 0, 0], [7, 3, 1, 4, 5, -1, -1, -1, 45, 45, 0, 0], [0, 5, 1, 0, 1, -1, -1, -1, 45, 45, 0, 0], [1, 5, 1, 0, 1, -1, -1, -1, 45, 45, 0, 0], [2, 5, 1, 4, 5, -1, -1, -1, 45, 45, 0, 0], [3, 5, 1, 4, 5, -1, -1, -1, 45, 45, 0, 0], [4, 5, 1, 0, 1, -1, -1, -1, 45, 45, 0, 0], [5, 5, 1, 0, 1, -1, -1, -1, 45, 45, 0, 0], [6, 5, 1, 4, 5, -1, -1, -1, 45, 45, 0, 0], [7, 5, 1, 4, 5, -1, -1, -1, 45, 45, 0, 0], [0, 7, 1, 0, 1, -1, -1, -1, 45, 45, 0, 0], [1, 7, 1, 0, 1, -1, -1, -1, 45, 45, 0, 0], [2, 7, 1, 4, 5, -1, -1, -1, 45, 45, 0, 0], [3, 7, 1, 4, 5, -1, -1, -1, 45, 45, 0, 0], [4, 7, 1, 0, 1, -1, -1, -1, 45, 45, 0, 0], [5, 7, 1, 0, 1, -1, -1, -1, 45, 45, 0, 0], [6, 7, 1, 4, 5, -1, -1, -1, 45, 45, 0, 0], [7, 7, 1, 4, 5, -1, -1, -1, 45, 45, 0, 0]]
L11470	[[0, 1, 2, 5, 1, 5, 1, 5, 46, 46, 0, 0], [7, 1, 2, 0, 4, 0, 4, 0, 46, 46, 0, 0], [0, 3, 2, 5, 1, 5, 1, 5, 46, 46, 0, 0], [7, 3, 2, 0, 4, 0, 4, 0, 46, 46, 0, 0], [0, 5, 2, 5, 1, 5, 1, 5, 46, 46, 0, 0], [7, 5, 2, 0, 4, 0, 4, 0, 46, 46, 0, 0], [0, 7, 2, 5, 1, 5, 1, 5, 46, 46, 0, 0], [7, 7, 2, 0, 4, 0, 4, 0, 46, 46, 0, 0]]
L11475	[[2, 7, 2, 0, 1, 2, -1, -1, 44, 44, 1, 2], [5, 7, 2, 0, 1, 2, -1, -1, 44, 44, 1, 2]]
L11477	[[0, 3, 1, 3, 4, 1, 0, -1, 49, 49, 3, 3], [8, 3, 1, 3, 4, 1, 0, -1, 49, 49, 3, 3], [2, 7, 2, 3, 4, 1, 0, -1, 49, 49, 3, 3], [5, 7, 2, 3, 4, 1, 0, -1, 49, 49, 3, 3], [2, 8, 2, 3, 4, 1, 0, -1, 49, 49, 3, 3], [5, 8, 2, 3, 4, 1, 0, -1, 49, 49, 3, 3]]
L11517	[[0, 1, 2, 0, 0, 0, 0, 0, 46, 45, 0, 0], [7, 1, 2, 1, 1, 1, 1, 1, 45, 46, 0, 0], [0, 3, 2, 5, 5, 5, 5, 5, 46, 45, 0, 0], [7, 3, 2, 3, 3, 3, 3, 3, 45, 46, 0, 0], [0, 5, 2, 0, 0, 0, 0, 0, 46, 45, 0, 0], [7, 5, 2, 1, 1, 1, 1, 1, 45, 46, 0, 0], [0, 7, 2, 5, 5, 5, 5, 5, 46, 45, 0, 0], [7, 7, 2, 3, 3, 3, 3, 3, 45, 46, 0, 0]]
L11524	[[4, 5, 1, 1, 2, 3, 4, 5, 44, 49, 0, 0]]
L11558	[[2, 7, 1, 5, 3, 5, 3, -1, 45, 45, 5, 3], [6, 7, 1, 5, 3, 5, 3, -1, 45, 45, 5, 3]]
L11563	[[0, 3, 1, 0, 1, -1, -1, -1, 45, 45, 4, 4], [1, 3, 1, 0, 1, -1, -1, -1, 45, 45, 4, 4], [7, 3, 1, 0, 1, -1, -1, -1, 45, 45, 4, 4], [8, 3, 1, 0, 1, -1, -1, -1, 45, 45, 4, 4], [0, 5, 1, 0, 0, 1, 1, -1, 45, 45, 4, 4], [1, 5, 1, 0, 0, 1, 1, -1, 45, 45, 4, 4], [7, 5, 1, 0, 0, 1, 1, -1, 45, 45, 4, 4], [8, 5, 1, 0, 0, 1, 1, -1, 45, 45, 4, 4], [0, 7, 1, 0, 0, 1, 1, -1, 45, 45, 4, 4], [1, 7, 1, 0, 0, 1, 1, -1, 45, 45, 4, 4], [7, 7, 1, 0, 0, 1, 1, -1, 45, 45, 4, 4], [8, 7, 1, 0, 0, 1, 1, -1, 45, 45, 4, 4]]
